row_number,mpn,status,latency_ms,attempt_count,retry_count,transient_errors,final_error,validation_valid,missing_fields,invalid_fields,provenance
94,TR5006WN,success,3605.03,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3604}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
95,05134545001,success,4217.11,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4216}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
96,LNL65301,success,4368.95,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4368}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
97,25-A,success,4046.41,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4046}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
98,38-E,success,3472.1,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3471}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
99,59-J,success,14135.83,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 14135}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
100,44-A,success,23713.89,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 23713}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
101,543302126,success,3701.46,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3701}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
102,543302146,success,8400.96,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 8400}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
103,73019603,success,8033.77,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 8033}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
104,73019652,success,3202.63,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3202}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
105,73019517,success,3903.28,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3903}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
106,73019602,success,10760.82,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 10760}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
107,73019651,success,3197.52,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3197}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
108,73019516,success,20063.1,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 20062}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
109,543300256,success,4220.82,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4220}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
110,543300276,success,4069.36,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4069}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
111,73045028,success,4864.19,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4863}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
112,73045031,success,4918.49,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4917}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
113,543340126,success,3838.13,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3837}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
114,543340127,success,3639.1,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3638}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
115,543340146,success,12924.4,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 12924}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
116,543340147,success,4851.77,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4851}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
117,ADB15516CS,success,3734.83,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3734}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
118,ADB15520CS,success,6056.97,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 6056}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
119,ADB15516EW,success,12957.36,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 12956}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
120,ADB15520EW,success,11729.22,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 11728}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
121,ADB15516MH,success,6539.48,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 6539}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
122,ADB15520MH,success,6083.92,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 6083}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
123,ADB15516WT,success,4047.79,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4047}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
124,ADB15520WT,success,4759.26,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4758}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
125,AGB15512CS,success,3593.21,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3592}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
126,AGB15516CS,success,15875.48,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 15874}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
127,AGB15520CS,success,3919.5,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3919}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
128,AGB15512EW,success,4689.36,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4688}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
129,AGB15516EW,success,3468.17,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3467}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
130,AGB15520EW,success,3650.53,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3650}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
131,AGB15512MH,success,4505.69,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4505}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
132,AGB15516MH,success,3596.73,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3596}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
133,AGB15520MH,success,3308.95,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3308}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
134,AGB15512WT,success,3387.22,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3386}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
135,AGB15516WT,success,4785.97,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4785}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
136,AGB15520WT,success,5621.67,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 5621}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
137,ADB15516AW,success,7572.43,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 7572}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
138,ADB15520AW,success,3563.33,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3562}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
139,ADB15516CG,success,4546.71,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4546}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
